id,category,subcategory,prompt,Clarity,Context,Relevance,Specificity,Creativity
prompt_0270,software_engineering,,"[{""role"":""button"",""name"":""Guide""},{""role"":""link"",""name"":""YouTubeHome""},{""role"":""button"",""name"":""Skipnavigation""},{""role"":""textbox"",""name"":""Search""},{""role"":""button"",""name"":""Search"",""children"":[{""role"":""tooltip"",""name"":""""}]},{""role"":""button"",""name"":""Searchwithyourvoice""},{""role"":""tooltip"",""name"":""""},{""role"":""generic"",""name"":"""",""children"":[{""role"":""button"",""name"":""Create""}]},{""role"":""button"",""name"":""Notifications""},{""role"":""tooltip"",""name"":""""},{""role"":""button"",""name"":""Accountmenu"",""haspopup"":""menu""},{""role"":""tab"",""name"":""Home"",""selected"":true,""children"":[{""role"":""link"",""name"":""Home"",""description"":""Home""}]},{""role"":""tab"",""name"":""Shorts"",""children"":[{""role"":""link"",""name"":""Shorts"",""description"":""Shorts""}]},{""role"":""tab"",""name"":""Subscriptions"",""children"":[{""role"":""link"",""name"":""Subscriptions"",""description"":""Subscriptions""}]},{""role"":""tab"",""name"":""Library"",""children"":[{""role"":""link"",""name"":""Library"",""description"":""Library""}]},{""role"":""tab"",""name"":""All"",""selected"":true},{""role"":""tab"",""name"":""Gaming""},{""role"":""tab"",""name"":""Music""},{""role"":""tab"",""name"":""Jobinterviews""},{""role"":""tab"",""name"":""Computerprogramming""},{""role"":""tab"",""name"":""Live""},{""role"":""tab"",""name"":""Lo-fi""},{""role"":""tab"",""name"":""Subliminalstimuli""},{""role"":""tab"",""name"":""Sitcoms""},{""role"":""tab"",""name"":""Backgroundmusic""},{""role"":""tab"",""name"":""Mixes""},{""role"":""tab"",""name"":""Wealth""},{""role"":""tab"",""name"":""Podcasts""},{""role"":""tab"",""name"":""Cats""},{""role"":""tab"",""name"":""Gameshows""},{""role"":""tab"",""name"":""Crochet""},{""role"":""tab"",""name"":""Numbers""},{""role"":""tab"",""name"":""Debates""},{""role"":""tab"",""name"":""Recentlyuploaded""},{""role"":""tab"",""name"":""Watched""},{""role"":""tab"",""name"":""Newtoyou""},{""role"":""button"",""name"":""Next""},{""role"":""tooltip"",""name"":""""},{""role"":""link"",""name"":""ALifeEngineered""},{""role"":""link"",""name"":""MostTechInterviewPrepisGARBAGE.(FromaPrincipalEngineeratAmazon)byALifeEngineered683,677views2yearsago12minutes,57seconds"",""description"":""MostTechInterviewPrepisGARBAGE.(FromaPrincipalEngineeratAmazon)""},{""role"":""link"",""name"":""ALifeEngineered""},{""role"":""tooltip"",""name"":""""},{""role"":""tooltip"",""name"":""""},{""role"":""StaticText"",""name"":""683KviewsΓÇó2yearsago""},{""role"":""button"",""name"":""Actionmenu""},{""role"":""link"",""name"":""JCS-CriminalPsychology""},{""role"":""link"",""name"":""Sarahliterallythinksshe'sgoinghomelater...byJCS-CriminalPsychology17,787,834views6monthsago36minutes"",""description"":""Sarahliterallythinksshe'sgoinghomelater...""},{""role"":""link"",""name"":""JCS-CriminalPsychology""},{""role"":""tooltip"",""name"":""""},{""role"":""tooltip"",""name"":""""},{""role"":""StaticText"",""name"":""17MviewsΓÇó6monthsago""},{""role"":""button"",""name"":""Actionmenu""},{""role"":""link"",""name"":""JamesBlackwood-RaccoonWhisperer""},{""role"":""link"",""name"":""MobbedbyRaccoons(25)TuesdayNight03Nov2020byJamesBlackwood-RaccoonWhisperer36,683,341views2yearsago21minutes"",""description"":""MobbedbyRaccoons(25)TuesdayNight03Nov2020""},{""role"":""link"",""name"":""JamesBlackwood-RaccoonWhisperer""},{""role"":""tooltip"",""name"":""""},{""role"":""StaticText"",""name"":""36MviewsΓÇó2yearsago""},{""role"":""button"",""name"":""Actionmenu""},{""role"":""link"",""name"":""CroseteazacuElena""},{""role"":""link"",""name"":""SuperModel!≡ƒº╢≡ƒÑ░byCroseteazacuElena84views1dayago18minutes"",""description"":""SuperModel!≡ƒº╢≡ƒÑ░""},{""role"":""link"",""name"":""CroseteazacuElena""},{""role"":""tooltip"",""name"":""""},{""role"":""StaticText"",""name"":""84viewsΓÇó1dayago""},{""role"":""button"",""name"":""Actionmenu""},{""role"":""link"",""name"":""AIWarehouse""},{""role"":""link"",""name"":""AILearnstoWalk(deepreinforcementlearning)byAIWarehouse6,365,090views5monthsago8minutes,40seconds"",""description"":""AILearnstoWalk(deepreinforcementlearning)""},{""role"":""link"",""name"":""AIWarehouse""},{""role"":""tooltip"",""name"":""""},{""role"":""tooltip"",""name"":""""},{""role"":""StaticText"",""name"":""6.3MviewsΓÇó5monthsago""},{""role"":""button"",""name"":""Actionmenu""},{""role"":""heading"",""name"":""Shorts"",""level"":2},{""role"":""button"",""name"":""Notinterested""},{""role"":""tooltip"",""name"":""""},{""role"":""link"",""name"":""HowtomakeNOHEATCURLS|TUTORIALwithResult-24seconds-playvideo"",""description"":""HowtomakeNOHEATCURLS|TUTORIALwithResult""},{""role"":""StaticText"",""name"":""19Mviews""},{""role"":""button"",""name"":""Moreactions""},{""role"":""link"",""name"":""thisisastemschool-1minute-playvideo"",""description"":""thisisastemschool""},{""role"":""StaticText"",""name"":""683Kviews""},{""role"":""button"",""name"":""Moreactions""},{""role"":""link"",""name"":""HowNon-MusiciansThinkViolinistsPracticeVSHowViolinistsActuallypractice-20seconds-playvideo"",""description"":""HowNon-MusiciansThinkViolinistsPracticeVSHowViolinistsActuallypractice""},{""role"":""StaticText"",""name"":""916Kviews""},{""role"":""button"",""name"":""Moreactions""},{""role"":""link"",""name"":""Ohthismaybemybestkeptsecret..≡ƒÿ«-48seconds-playvideo"",""description"":""Ohthismaybemybestkeptsecret..≡ƒÿ«""},{""role"":""StaticText"",""name"":""934Kviews""},{""role"":""button"",""name"":""Moreactions""},{""role"":""button"",""name"":""Showmore""},{""role"":""tooltip"",""name"":""""},{""role"":""link"",""name"":""SaturdayNightLive""},{""role"":""link"",""name"":""OldEnough!LongtermBoyfriends!-SNLbySaturdayNightLive5,387,139views1yearago4minutes,2seconds"",""description"":""OldEnough!LongtermBoyfriends!-SNL""},{""role"":""link"",""name"":""SaturdayNightLive""},{""role"":""tooltip"",""name"":""""},{""role"":""tooltip"",""name"":""""},{""role"":""StaticText"",""name"":""5.3MviewsΓÇó1yearago""},{""role"":""button"",""name"":""Actionmenu""},{""role"":""link"",""name"":""Nemo'sDreamscapes""},{""role"":""link"",""name"":""1940'saSummereveningsittingonaporchandit'sraining(oldiesmusicfromanotherroom)ASMRbyNemo'sDreamscapes922,495viewsStreamed5monthsago5hours,59minutes"",""description"":""1940'saSummereveningsittingonaporchandit'sraining(oldiesmusicfromanotherroom)ASMR""},{""role"":""link"",""name"":""Nemo'sDreamscapes""},{""role"":""tooltip"",""name"":""""},{""role"":""tooltip"",""name"":""""},{""role"":""StaticText"",""name"":""922KviewsΓÇóStreamed5monthsago""},{""role"":""button"",""name"":""Actionmenu""},{""role"":""link"",""name"":""colinfurze""},{""role"":""link"",""name"":""DiggingASecretTunnel(Phase2HASBEGUN)bycolinfurze2,486,076views2weeksago5minutes,55seconds"",""description"":""DiggingASecretTunnel(Phase2HASBEGUN)""},{""role"":""link"",""name"":""colinfurze""},{""role"":""tooltip"",""name"":""""},{""role"":""tooltip"",""name"":""""},{""role"":""StaticText"",""name"":""2.4MviewsΓÇó2weeksago""},{""role"":""button"",""name"":""Actionmenu""},{""role"":""StaticText"",""name"":""FeaturedRELEASEDthisweek!DiscoverthebestnewmusicandnewartistseveryweekontheRELEASEDplaylistonYouTube""},{""role"":""link"",""name"":""BadBunny""},{""role"":""link"",""name"":""BADBUNNY-MONACO(OfficialVideo)|nadiesabeloquevaapasarma├▒anabyBadBunny7minutes,20seconds"",""description"":""BADBUNNY-MONACO(OfficialVideo)|nadiesabeloquevaapasarma├▒ana""},{""role"":""link"",""name"":""BadBunny""},{""role"":""tooltip"",""name"":""""},{""role"":""tooltip"",""name"":""""},{""role"":""button"",""name"":""Actionmenu""},{""role"":""link"",""name"":""IceSpice""},{""role"":""link"",""name"":""IceSpice,Rema-PrettyGirl(OfficialMusicVideo)byIceSpice2minutes,17seconds"",""description"":""IceSpice,Rema-PrettyGirl(OfficialMusicVideo)""},{""role"":""link"",""name"":""IceSpice""},{""role"":""tooltip"",""name"":""""},{""role"":""tooltip"",""name"":""""},{""role"":""button"",""name"":""Actionmenu""},{""role"":""button"",""name"":""Showmore""},{""role"":""tooltip"",""name"":""""},{""role"":""button"",""name"":""Close""},{""role"":""link"",""name"":""NeetCode""},{""role"":""link"",""name"":""HowIGotGoodatCodingInterviewsbyNeetCode1,423,810views2yearsago6minutes,29seconds"",""description"":""HowIGotGoodatCodingInterviews""},{""role"":""link"",""name"":""NeetCode""},{""role"":""tooltip"",""name"":""""},{""role"":""tooltip"",""name"":""""},{""role"":""StaticText"",""name"":""1.4MviewsΓÇó2yearsago""},{""role"":""button"",""name"":""Actionmenu""},{""role"":""link"",""name"":""Blurred""},{""role"":""link"",""name"":""HalloweenLofi≡ƒÄâ[ChillAutumnLo-fiHip-hop&FallLo-fiHip-hop]byBlurred860,235views1yearago1hour,39minutes"",""description"":""HalloweenLofi≡ƒÄâ[ChillAutumnLo-fiHip-hop&FallLo-fiHip-hop]""},{""role"":""link"",""name"":""Blurred""},{""role"":""tooltip"",""name"":""""},{""role"":""StaticText"",""name"":""860KviewsΓÇó1yearago""},{""role"":""button"",""name"":""Actionmenu""},{""role"":""link"",""name"":""TanHandicraft""},{""role"":""link"",""name"":""someofmyDiykittutorial2023-part3-until11Oct2023byTanHandicraft35views3daysago2minutes,57seconds"",""description"":""someofmyDiykittutorial2023-part3-until11Oct2023""},{""role"":""link"",""name"":""TanHandicraft""},{""role"":""tooltip"",""name"":""""},{""role"":""StaticText"",""name"":""35viewsΓÇó3daysago""},{""role"":""button"",""name"":""Actionmenu""},{""role"":""link"",""name"":""Primetimemoviesforyou""},{""role"":""StaticText"",""name"":""FeaturedWatchdirectlyonYouTube""},{""role"":""link"",""name"":""Exploremoremovies""},{""role"":""button"",""name"":""Notinterested""},{""role"":""tooltip"",""name"":""""},{""role"":""link"",""name"":""TheJesterbyHorrorΓÇó20231hour,30minutes"",""description"":""TheJester""},{""role"":""StaticText"",""name"":""HorrorΓÇó2023""},{""role"":""tooltip"",""name"":""""},{""role"":""button"",""name"":""Actionmenu""},{""role"":""StaticText"",""name"":""Buyorrent""},{""role"":""link"",""name"":""NoHardFeelingsbyComedyΓÇó20231hour,43minutes"",""description"":""NoHardFeelings""},{""role"":""StaticText"",""name"":""ComedyΓÇó2023""},{""role"":""tooltip"",""name"":""""},{""role"":""button"",""name"":""Actionmenu""},{""role"":""StaticText"",""name"":""BuyorrentR""},{""role"":""link"",""name"":""BarbiebyComedyΓÇó20231hour,54minutes"",""description"":""Barbie""},{""role"":""StaticText"",""name"":""ComedyΓÇó2023""},{""role"":""tooltip"",""name"":""""},{""role"":""button"",""name"":""Actionmenu""},{""role"":""StaticText"",""name"":""BuyorrentPG-13""},{""role"":""link"",""name"":""BottomsbyComedyΓÇó20231hour,31minutes"",""description"":""Bottoms""},{""role"":""StaticText"",""name"":""ComedyΓÇó2023""},{""role"":""tooltip"",""name"":""""},{""role"":""button"",""name"":""Actionmenu""},{""role"":""StaticText"",""name"":""BuyorrentR""},{""role"":""button"",""name"":""Showmore""},{""role"":""tooltip"",""name"":""""},{""role"":""link"",""name"":""DanLok""},{""role"":""link"",""name"":""TellMeAboutYourself-AGoodAnswerToThisInterviewQuestionbyDanLok16,186,449views3yearsago10minutes,2seconds"",""description"":""TellMeAboutYourself-AGoodAnswerToThisInterviewQuestion""},{""role"":""link"",""name"":""DanLok""},{""role"":""tooltip"",""name"":""""},{""role"":""tooltip"",""name"":""""},{""role"":""StaticText"",""name"":""16MviewsΓÇó3yearsago""},{""role"":""button"",""name"":""Actionmenu""},{""role"":""link"",""name"":""Crave""},{""role"":""link"",""name"":""Letterkenny-BloopersbyCrave3,034,813views5yearsago6minutes,59seconds"",""description"":""Letterkenny-Bloopers""},{""role"":""link"",""name"":""Crave""},{""role"":""tooltip"",""name"":""""},{""role"":""tooltip"",""name"":""""},{""role"":""StaticText"",""name"":""3MviewsΓÇó5yearsago""},{""role"":""button"",""name"":""Actionmenu""},{""role"":""link"",""name"":""GreenredProductions-RelaxingMusic""},{""role"":""link"",""name"":""ADHDReliefMusic:StudyingMusicforBetterConcentrationandFocus,StudyMusicbyGreenredProductions-RelaxingMusic3,480,529views9monthsago7hours,47minutes"",""description"":""ADHDReliefMusic:StudyingMusicforBetterConcentrationandFocus,StudyMusic""},{""role"":""link"",""name"":""GreenredProductions-RelaxingMusic""},{""role"":""tooltip"",""name"":""""},{""role"":""tooltip"",""name"":""""},{""role"":""StaticText"",""name"":""3.4MviewsΓÇó9monthsago""},{""role"":""button"",""name"":""Actionmenu""},{""role"":""link"",""name"":""TheDeadSouth""},{""role"":""link"",""name"":""TheDeadSouth-PeopleAreStrange[OfficialMusicVideo]byTheDeadSouth10,228,654views1yearago3minutes,14seconds"",""description"":""TheDeadSouth-PeopleAreStrange[OfficialMusicVideo]""},{""role"":""link"",""name"":""TheDeadSouth""},{""role"":""tooltip"",""name"":""""},{""role"":""tooltip"",""name"":""""},{""role"":""StaticText"",""name"":""10MviewsΓÇó1yearago""},{""role"":""button"",""name"":""Actionmenu""},{""role"":""link"",""name"":""TheEconomist""},{""role"":""link"",""name"":""WallStreet'sking,JamieDimon,ontheUSpresidencybyTheEconomist381,575views3monthsago16minutes"",""description"":""WallStreet'sking,JamieDimon,ontheUSpresidency""},{""role"":""link"",""name"":""TheEconomist""},{""role"":""tooltip"",""name"":""""},{""role"":""tooltip"",""name"":""""},{""role"":""StaticText"",""name"":""381KviewsΓÇó3monthsago""},{""role"":""button"",""name"":""Actionmenu""}]",3,8,9,2,6
prompt_0283,software_engineering,,"
Given a raw text input to a language model select the model prompt best suited for the input. You will be given the names of the available prompts and a description of what the prompt is best suited for. You may also revise the original input if you think that revising it will ultimately lead to a better response from the language model.

<< FORMATTING >>
Return a markdown code snippet with a JSON object formatted to look like, no any other string out of markdown code snippet:
```json
{{{{
    ""destination"": string \ name of the prompt to use or ""DEFAULT""
    ""next_inputs"": string \ a potentially modified version of the original input
}}}}
```

REMEMBER: ""destination"" MUST be one of the candidate prompt names specified below OR it can be ""DEFAULT"" if the input is not well suited for any of the candidate prompts.
REMEMBER: ""next_inputs"" can just be the original input if you don't think any modifications are needed.

<< CANDIDATE PROMPTS >>
{destinations}

<< INPUT >>
{{input}}

<< OUTPUT >>
",10,6,9,10,6
prompt_0286,software_engineering,,"You are a Retrieval Augmented Generation chatbot. Please answer user queries only their provided context. If the provided documentation does not provide enough information, say so. If the answer requires code examples encapsulate them with ```programming-language-name ```. Don't do pseudo-code.",10,6,9,10,6
prompt_0287,education,,"Please classify a news article about climate change into the following categories of logical fallacies: {labels_str}.

Text: {sentence}
One label:",6,8,9,5,6
prompt_0288,education,,"Please classify a piece of text into the following categories of logical fallacies: {labels_str}.

Text: {sentence}
Label:",5,6,9,4,6
prompt_0289,education,,"
        You are an expert quiz maker. 
        create a quiz with {num_questions} Multiple-choice questions about the following topic: {quiz_topic}.

        The format of the output will be returned as: json object only with keys: Q1, O1, A1 without any other text
        <Q1>: Question1
        <O1>: <a. Answer 1>| <b. Answer 2>| <c. Answer 3>| <d. Answer 4>
        <A1>: <a|b|c|d>
        <Q2>: Question2
        <O2>: <a. Answer 1>| <b. Answer 2>| <c. Answer 3>| <d. Answer 4>
        <A2>: <a|b|c|d>

    ",10,6,9,10,6
prompt_0294,software_engineering,,You are a AI that understand all API technical concept,3,6,9,2,6
prompt_0298,content_writing,,"You are an AI and are tasked with writing replies to emails. Write your replies as if you were the human to whom the email was sent and in the following format:
Hello FROM NAME,

YOUR REPLY

Best regards",10,6,9,9,6
prompt_0308,software_engineering,,"
Based on the response of {example_response} and {analyze_response}:
Please provide any visuals that illustrates {topic} as applied to this example scenario, and the analysis provided above, such that the student can learn how to interpret a real life scenario like this. 

Provide an explanation for each visual and its relevance to understanding the {topic} topic.

Provide python code needed to create the visual plots for this example. 
",10,8,9,10,6
prompt_0311,education,,"
You are an engaged, humorous and personable expert tutor who help students by explaining the purpose and use of various concepts in {course}.

You will always provide assumptions and what needs to be considered and established prior to, during and after using this for {course}.

The student's name you are speaking to is {name}.  The student is interested in {background}. 
 
The student needs to hear your response to match their {course_expertise} level of topic understanding with {topic}.

Make your responses relevant to {background}.
",10,6,9,10,6
prompt_0312,education,,"
Based on the response of {intro_response}:
Please provide the following output:
 - Begin with stating that what you are providing are the key concepts for this topic of {topic} you need to be aware of to effectively apply this.

 - Next, generate a detailed numbered list of the key concepts I should be aware of when using to {topic}.  The output should define the concept and discuss its role and importance related to this topic. Explain any assumptions or tools or methods related to each concept that should be considered.

Provide your output response in JSON format to make it easy to parse.  The JSON formatted ke concepts should be in the format shown in the area below delineated by ####:

####
""1"": ""Concept 1 ..."",
""2"": ""Concept 2 ...
####

Limit the output to less than 300 words.
",10,6,9,10,6
prompt_0313,education,,"
Based on the response of ""{example_response}"" and ""{application_response}"":
Now, please analyze this sample data addressing each of the key concepts you described in {keyconcepts_response}.  

Explain each concept with details on how it relates to the example being discussed and any tools or methods that should be considered.  
Provide the numeric results as appropriate for each step and what the value means.

Summarize the assumptions, context, limitations and interpretations to clarify the results of this analysis.
",10,6,9,10,6
